image_path,annotation
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x16690_y108798_side1536.jpg,0 677 650 860 886;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x22970_y72797_side1536.jpg,0 715 709 821 827;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x25057_y63041_side1536.jpg,0 654 645 882 891;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x25370_y127822_side1536.jpg,0 677 656 860 881;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x29937_y124313_side1536.jpg,0 494 458 1042 1079;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x2648_y115403_side1536.jpg,0 708 730 828 806;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x45805_y138903_side1536.jpg,0 668 680 869 856;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x48880_y76337_side1536.jpg,0 553 503 983 1034;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x49016_y61558_side1536.jpg,0 712 681 825 856;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x49388_y119642_side1536.jpg,0 590 599 946 937;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x50251_y106545_side1536.jpg,0 255 287 1282 1249;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x51211_y74339_side1536.jpg,0 600 605 936 932;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x52075_y129772_side1536.jpg,0 647 676 889 861;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x54088_y119721_side1536.jpg,0 696 678 840 858;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x55169_y94328_side1536.jpg,0 590 623 947 914;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x55500_y83138_side1536.jpg,0 613 541 923 996;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x63942_y73516_side1536.jpg,0 598 500 939 1036;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x67256_y136208_side1536.jpg,0 613 858 755 1005;0 783 531 923 679;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x67660_y70792_side1536.jpg,0 631 653 906 883;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x72385_y110901_side1536.jpg,0 636 678 901 859;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x74918_y100755_side1536.jpg,0 552 625 985 911;
E:\wei\glandular1536_20211217\images\1111472 0893222.mrxs_x75696_y91211_side1536.jpg,0 691 689 846 848;
E:\wei\glandular1536_20211217\images\1111947 0893050.mrxs_x21012_y136641_side1536.jpg,0 703 717 833 820;
E:\wei\glandular1536_20211217\images\1112149 0893096.mrxs_x46084_y77407_side1536.jpg,0 657 682 880 854;
E:\wei\glandular1536_20211217\images\1112927 0893100.mrxs_x10889_y97475_side1536.jpg,0 695 710 841 826;
E:\wei\glandular1536_20211217\images\1112927 0893100.mrxs_x68223_y81629_side1536.jpg,0 626 679 910 857;
E:\wei\glandular1536_20211217\images\1112927 0893100.mrxs_x79778_y121868_side1536.jpg,0 622 647 914 889;
E:\wei\glandular1536_20211217\images\1112927 0893100.mrxs_x80763_y94478_side1536.jpg,0 639 686 897 850;
E:\wei\glandular1536_20211217\images\1113994 0893100.mrxs_x25436_y121536_side1536.jpg,0 569 526 968 1011;
E:\wei\glandular1536_20211217\images\1121830 0893129.mrxs_x54841_y73189_side1536.jpg,0 637 695 900 842;
E:\wei\glandular1536_20211217\images\1121830 0893129.mrxs_x55564_y81717_side1536.jpg,0 609 525 928 1011;
E:\wei\glandular1536_20211217\images\1121830 0893129.mrxs_x56814_y72282_side1536.jpg,0 596 652 940 884;
E:\wei\glandular1536_20211217\images\1121830 0893129.mrxs_x63690_y71907_side1536.jpg,0 688 688 849 849;
E:\wei\glandular1536_20211217\images\1121980 0893255.mrxs_x1312_y102682_side1536.jpg,0 648 674 889 862;
E:\wei\glandular1536_20211217\images\1121980 0893255.mrxs_x1464_y117481_side1536.jpg,0 501 574 1036 962;
E:\wei\glandular1536_20211217\images\1121980 0893255.mrxs_x26682_y93332_side1536.jpg,0 614 609 923 928;
E:\wei\glandular1536_20211217\images\1121980 0893255.mrxs_x2274_y122911_side1536.jpg,0 397 474 1140 1062;
E:\wei\glandular1536_20211217\images\1121980 0893255.mrxs_x47601_y91635_side1536.jpg,0 602 588 935 948;
E:\wei\glandular1536_20211217\images\1121980 0893255.mrxs_x54612_y65743_side1536.jpg,0 500 503 1037 1034;
E:\wei\glandular1536_20211217\images\1121980 0893255.mrxs_x55062_y127420_side1536.jpg,0 606 632 930 904;
E:\wei\glandular1536_20211217\images\1121980 0893255.mrxs_x57464_y72303_side1536.jpg,0 585 543 951 994;
E:\wei\glandular1536_20211217\images\1121980 0893255.mrxs_x5318_y101623_side1536.jpg,0 467 420 1070 1116;
E:\wei\glandular1536_20211217\images\1121980 0893255.mrxs_x71646_y85871_side1536.jpg,0 444 424 1092 1112;
E:\wei\glandular1536_20211217\images\1124357 0893177.mrxs_x13431_y86180_side1536.jpg,0 699 677 837 860;
E:\wei\glandular1536_20211217\images\1124357 0893177.mrxs_x13622_y84050_side1536.jpg,0 667 643 869 894;
E:\wei\glandular1536_20211217\images\1124357 0893177.mrxs_x14127_y131165_side1536.jpg,0 643 706 893 831;
E:\wei\glandular1536_20211217\images\1124357 0893177.mrxs_x14528_y70852_side1536.jpg,0 564 594 972 943;
E:\wei\glandular1536_20211217\images\1124357 0893177.mrxs_x903_y91792_side1536.jpg,0 436 473 1100 1064;
E:\wei\glandular1536_20211217\images\1124357 0893177.mrxs_x20333_y69448_side1536.jpg,0 654 676 883 860;
E:\wei\glandular1536_20211217\images\1124357 0893177.mrxs_x22866_y143958_side1536.jpg,0 716 711 820 825;
E:\wei\glandular1536_20211217\images\1124357 0893177.mrxs_x23761_y73886_side1536.jpg,0 596 567 941 969;
E:\wei\glandular1536_20211217\images\1124357 0893177.mrxs_x24285_y124493_side1536.jpg,0 672 671 864 866;
E:\wei\glandular1536_20211217\images\1124357 0893177.mrxs_x66586_y100373_side1536.jpg,0 664 674 872 863;
E:\wei\glandular1536_20211217\images\1124357 0893177.mrxs_x68842_y122175_side1536.jpg,0 649 655 887 882;
E:\wei\glandular1536_20211217\images\1125728 0893049.mrxs_x18845_y133753_side1536.jpg,0 686 716 850 821;
E:\wei\glandular1536_20211217\images\1125728 0893049.mrxs_x21932_y111329_side1536.jpg,0 720 713 816 823;
E:\wei\glandular1536_20211217\images\1125728 0893049.mrxs_x36014_y122326_side1536.jpg,0 707 711 830 825;
E:\wei\glandular1536_20211217\images\1125728 0893049.mrxs_x37265_y98648_side1536.jpg,0 598 519 938 1017;
E:\wei\glandular1536_20211217\images\1125728 0893049.mrxs_x38152_y134117_side1536.jpg,0 708 729 829 807;
E:\wei\glandular1536_20211217\images\1125728 0893049.mrxs_x38184_y115207_side1536.jpg,0 651 691 886 845;
E:\wei\glandular1536_20211217\images\1125728 0893049.mrxs_x40431_y127206_side1536.jpg,0 682 682 854 855;
E:\wei\glandular1536_20211217\images\1125728 0893049.mrxs_x40618_y86319_side1536.jpg,0 689 702 847 835;
E:\wei\glandular1536_20211217\images\1125728 0893049.mrxs_x41748_y136469_side1536.jpg,0 620 577 916 959;
E:\wei\glandular1536_20211217\images\1125728 0893049.mrxs_x41759_y118097_side1536.jpg,0 650 666 886 871;
E:\wei\glandular1536_20211217\images\1125728 0893049.mrxs_x42090_y142572_side1536.jpg,0 654 688 882 849;
E:\wei\glandular1536_20211217\images\1125728 0893049.mrxs_x47016_y139866_side1536.jpg,0 651 667 886 870;
E:\wei\glandular1536_20211217\images\1125728 0893049.mrxs_x48786_y85031_side1536.jpg,0 656 621 881 915;
E:\wei\glandular1536_20211217\images\1125728 0893049.mrxs_x50793_y119735_side1536.jpg,0 651 660 885 877;
E:\wei\glandular1536_20211217\images\1125728 0893049.mrxs_x51515_y78387_side1536.jpg,0 666 679 871 858;
E:\wei\glandular1536_20211217\images\1125728 0893049.mrxs_x53981_y131384_side1536.jpg,0 711 715 825 821;
E:\wei\glandular1536_20211217\images\1125728 0893049.mrxs_x57638_y103171_side1536.jpg,0 659 656 878 881;
E:\wei\glandular1536_20211217\images\1125728 0893049.mrxs_x60969_y134044_side1536.jpg,0 686 697 850 840;
E:\wei\glandular1536_20211217\images\1125735 0893082.mrxs_x898_y125709_side1536.jpg,0 671 645 866 892;
E:\wei\glandular1536_20211217\images\1125735 0893082.mrxs_x26728_y113057_side1536.jpg,0 552 398 984 1139;
E:\wei\glandular1536_20211217\images\1125735 0893082.mrxs_x34584_y131410_side1536.jpg,0 681 646 855 890;
E:\wei\glandular1536_20211217\images\1125735 0893082.mrxs_x46772_y91529_side1536.jpg,0 569 614 967 922;
E:\wei\glandular1536_20211217\images\1125735 0893082.mrxs_x63848_y124433_side1536.jpg,0 469 405 1068 1131;
E:\wei\glandular1536_20211217\images\1125802 0893046.mrxs_x20482_y139802_side1536.jpg,0 661 617 876 920;
E:\wei\glandular1536_20211217\images\1125802 0893046.mrxs_x31589_y67144_side1536.jpg,0 610 536 926 1001;
E:\wei\glandular1536_20211217\images\1125802 0893046.mrxs_x34068_y91436_side1536.jpg,
E:\wei\glandular1536_20211217\images\1125802 0893046.mrxs_x39416_y75492_side1536.jpg,0 655 698 881 838;
E:\wei\glandular1536_20211217\images\1125802 0893046.mrxs_x69285_y85875_side1536.jpg,0 429 420 1107 1117;
E:\wei\glandular1536_20211217\images\1125802 0893046.mrxs_x77861_y116747_side1536.jpg,0 620 634 916 903;
E:\wei\glandular1536_20211217\images\1126259 0893056.mrxs_x35653_y144590_side1536.jpg,0 686 683 851 854;
E:\wei\glandular1536_20211217\images\1132544 0893165.mrxs_x13974_y78658_side1536.jpg,0 723 720 813 816;
E:\wei\glandular1536_20211217\images\1132544 0893165.mrxs_x14394_y72839_side1536.jpg,0 663 686 874 850;
E:\wei\glandular1536_20211217\images\1132544 0893165.mrxs_x14517_y70358_side1536.jpg,0 698 687 839 850;
E:\wei\glandular1536_20211217\images\1132544 0893165.mrxs_x20172_y143420_side1536.jpg,0 697 697 840 839;
E:\wei\glandular1536_20211217\images\1132544 0893165.mrxs_x3011_y79430_side1536.jpg,0 693 665 844 872;
E:\wei\glandular1536_20211217\images\1132544 0893165.mrxs_x4003_y89442_side1536.jpg,0 691 657 846 880;
E:\wei\glandular1536_20211217\images\1132544 0893165.mrxs_x53079_y89709_side1536.jpg,0 709 707 827 829;
E:\wei\glandular1536_20211217\images\1132947 0893154.mrxs_x30453_y71095_side1536.jpg,0 654 688 883 848;
E:\wei\glandular1536_20211217\images\1132947 0893154.mrxs_x41957_y131942_side1536.jpg,0 688 708 849 829;
E:\wei\glandular1536_20211217\images\1132947 0893154.mrxs_x67409_y87839_side1536.jpg,0 672 704 864 832;
E:\wei\glandular1536_20211217\images\11700206zhuaifangH18.mrxs_x50892_y128150_side1536.jpg,0 662 674 874 863;
E:\wei\glandular1536_20211217\images\1294yinruH16.mrxs_x18433_y93154_side1536.jpg,0 711 680 825 856;
E:\wei\glandular1536_20211217\images\1294yinruH16.mrxs_x28759_y142449_side1536.jpg,0 402 496 1135 1041;
E:\wei\glandular1536_20211217\images\15100117huyiH15.mrxs_x36902_y62921_side1536.jpg,0 289 340 1247 1197;
E:\wei\glandular1536_20211217\images\16020700 zhangkaiqian Ascus 13.mrxs_x9474_y131612_side1536.jpg,0 623 643 914 893;
E:\wei\glandular1536_20211217\images\16020700 zhangkaiqian Ascus 13.mrxs_x38168_y144224_side1536.jpg,0 562 503 975 1034;
E:\wei\glandular1536_20211217\images\16020700 zhangkaiqian Ascus 13.mrxs_x4002_y87426_side1536.jpg,0 628 667 909 869;
E:\wei\glandular1536_20211217\images\16020700 zhangkaiqian Ascus 13.mrxs_x49670_y92118_side1536.jpg,0 680 616 856 920;
E:\wei\glandular1536_20211217\images\16020700 zhangkaiqian Ascus 13.mrxs_x56231_y138852_side1536.jpg,0 676 680 860 856;
E:\wei\glandular1536_20211217\images\16020700 zhangkaiqian Ascus 13.mrxs_x56661_y91750_side1536.jpg,0 586 660 950 876;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x597_y90766_side1536.jpg,0 671 674 866 862;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x15009_y77482_side1536.jpg,0 682 696 854 841;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x2184_y113696_side1536.jpg,0 680 660 857 876;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x30699_y124746_side1536.jpg,0 638 636 898 901;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x31279_y87570_side1536.jpg,0 683 702 854 834;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x33104_y101151_side1536.jpg,0 629 655 907 882;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x36123_y79748_side1536.jpg,0 678 693 859 843;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x38032_y92751_side1536.jpg,0 575 650 962 887;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x3139_y85830_side1536.jpg,0 583 607 954 929;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x3132_y105159_side1536.jpg,0 635 660 901 876;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x45683_y75229_side1536.jpg,0 694 684 843 852;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x-273_y92845_side1536.jpg,0 676 639 859 897;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x48827_y88352_side1536.jpg,0 677 668 859 868;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x56788_y94388_side1536.jpg,0 647 636 890 900;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x56860_y70610_side1536.jpg,0 684 702 853 834;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x59573_y78021_side1536.jpg,0 684 624 853 912;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x60907_y102840_side1536.jpg,0 688 689 848 847;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x65925_y90172_side1536.jpg,0 696 657 841 879;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x66409_y77180_side1536.jpg,0 675 632 862 905;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x67098_y72993_side1536.jpg,0 692 713 844 823;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x67303_y103077_side1536.jpg,0 625 651 911 885;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x69113_y87163_side1536.jpg,0 682 680 854 856;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x69217_y107664_side1536.jpg,0 678 681 859 855;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x74021_y84055_side1536.jpg,0 678 681 859 856;
E:\wei\glandular1536_20211217\images\16032022 yulan Ascus 4.mrxs_x74641_y108024_side1536.jpg,0 717 729 819 807;
E:\wei\glandular1536_20211217\images\1M04.mrxs_x42917_y88042_side1536.jpg,0 697 683 839 853;
E:\wei\glandular1536_20211217\images\1M04.mrxs_x73552_y107777_side1536.jpg,0 726 707 810 829;
E:\wei\glandular1536_20211217\images\1M04.mrxs_x75681_y93587_side1536.jpg,0 686 721 850 816;
E:\wei\glandular1536_20211217\images\1M05.mrxs_x12000_y85930_side1536.jpg,0 697 706 839 831;
E:\wei\glandular1536_20211217\images\1M05.mrxs_x13356_y114832_side1536.jpg,0 669 620 868 916;
E:\wei\glandular1536_20211217\images\1M05.mrxs_x13811_y81101_side1536.jpg,0 681 627 856 909;
E:\wei\glandular1536_20211217\images\1M05.mrxs_x31654_y114994_side1536.jpg,0 640 679 896 857;
E:\wei\glandular1536_20211217\images\1M05.mrxs_x37047_y146637_side1536.jpg,0 624 613 912 924;
E:\wei\glandular1536_20211217\images\1M05.mrxs_x4418_y95299_side1536.jpg,0 630 633 907 904;
E:\wei\glandular1536_20211217\images\1M05.mrxs_x5027_y129390_side1536.jpg,0 646 629 891 908;
E:\wei\glandular1536_20211217\images\1M05.mrxs_x60230_y68053_side1536.jpg,0 670 640 867 896;
E:\wei\glandular1536_20211217\images\1M05.mrxs_x66397_y132443_side1536.jpg,0 667 703 870 834;
E:\wei\glandular1536_20211217\images\1M05.mrxs_x6376_y84985_side1536.jpg,0 654 684 883 852;
E:\wei\glandular1536_20211217\images\1M05.mrxs_x77391_y84090_side1536.jpg,0 691 674 845 862;
E:\wei\glandular1536_20211217\images\1M09.mrxs_x692_y117174_side1536.jpg,0 693 693 843 843;
E:\wei\glandular1536_20211217\images\1M09.mrxs_x835_y104965_side1536.jpg,0 586 559 951 977;
E:\wei\glandular1536_20211217\images\1M09.mrxs_x15867_y111638_side1536.jpg,0 646 659 890 878;
E:\wei\glandular1536_20211217\images\1M09.mrxs_x25708_y108804_side1536.jpg,0 696 686 840 851;
E:\wei\glandular1536_20211217\images\1M09.mrxs_x25726_y105029_side1536.jpg,0 711 721 826 816;
E:\wei\glandular1536_20211217\images\1M09.mrxs_x26908_y96856_side1536.jpg,0 689 697 848 839;
E:\wei\glandular1536_20211217\images\1M09.mrxs_x28635_y124183_side1536.jpg,0 598 603 939 933;
E:\wei\glandular1536_20211217\images\1M09.mrxs_x32578_y71802_side1536.jpg,0 535 494 1002 1043;
E:\wei\glandular1536_20211217\images\1M09.mrxs_x40346_y107680_side1536.jpg,0 670 706 866 831;
E:\wei\glandular1536_20211217\images\1M09.mrxs_x47265_y102439_side1536.jpg,0 698 695 839 842;
E:\wei\glandular1536_20211217\images\1M09.mrxs_x4074_y112846_side1536.jpg,0 697 707 840 830;
E:\wei\glandular1536_20211217\images\1M09.mrxs_x4564_y87855_side1536.jpg,0 706 679 831 857;
E:\wei\glandular1536_20211217\images\1M09.mrxs_x71596_y116958_side1536.jpg,0 380 488 1156 1048;
E:\wei\glandular1536_20211217\images\1M09.mrxs_x6969_y127370_side1536.jpg,0 574 633 962 904;
E:\wei\glandular1536_20211217\images\1M09.mrxs_x78161_y116015_side1536.jpg,0 317 459 1220 1078;
E:\wei\glandular1536_20211217\images\24.mrxs_x30974_y128082_side1536.jpg,0 677 697 860 839;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x9917_y80119_side1536.jpg,1 599 613 937 923;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x10211_y115788_side1536.jpg,1 673 676 863 860;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x10946_y97346_side1536.jpg,1 561 568 976 968;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x11014_y83105_side1536.jpg,1 631 635 905 901;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x11313_y98925_side1536.jpg,1 580 591 957 945;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x11967_y97781_side1536.jpg,1 186 587 694 1291;1 869 406 1323 790;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x13278_y75989_side1536.jpg,1 700 694 837 842;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x13857_y135443_side1536.jpg,1 625 628 911 908;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x14351_y128055_side1536.jpg,1 690 665 846 871;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x14476_y80792_side1536.jpg,1 662 672 874 864;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x14482_y138974_side1536.jpg,1 579 597 958 939;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x14590_y74029_side1536.jpg,1 669 635 868 901;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x15184_y80111_side1536.jpg,1 691 682 845 854;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x15553_y93371_side1536.jpg,1 414 536 1122 1000;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x15787_y73335_side1536.jpg,1 589 619 947 917;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x15950_y81125_side1536.jpg,1 637 591 899 945;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x16816_y138131_side1536.jpg,1 645 649 892 887;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x16989_y92856_side1536.jpg,1 529 582 1008 954;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x17041_y72129_side1536.jpg,1 576 631 960 905;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x17571_y69126_side1536.jpg,1 701 684 835 852;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x17708_y66987_side1536.jpg,1 524 494 1012 1042;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x17805_y105360_side1536.jpg,1 528 569 1009 967;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x18513_y135016_side1536.jpg,1 584 619 952 917;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x18728_y74505_side1536.jpg,1 618 678 918 858;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x19204_y140342_side1536.jpg,1 619 583 918 953;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x20013_y140190_side1536.jpg,1 578 606 959 930;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x20018_y105942_side1536.jpg,1 653 673 883 863;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x20077_y67499_side1536.jpg,1 685 665 852 871;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x20628_y70312_side1536.jpg,1 579 545 957 991;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x21373_y142055_side1536.jpg,1 683 665 853 871;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x21420_y67139_side1536.jpg,1 682 654 855 882;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x21611_y122605_side1536.jpg,1 573 589 963 947;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x22089_y99272_side1536.jpg,1 570 597 967 939;
E:\wei\glandular1536_20211217\images\5886liuaie.mrxs_x22214_y87003_side1536.jpg,1 661 651 875 885;
